"","Rank","Name","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales"
"3465",5153,"Need for Speed: The Run","PC",2011,"Action","Electronic Arts",0.09,0.21,0,0.07,0.37
"3466",9639,"Operation Abyss: New Tokyo Legacy","PSV",2014,"Role-Playing","Nippon Ichi Software",0.04,0.01,0.06,0.02,0.13
"3467",1690,"WWE SmackDown vs Raw 2008","PSP",2007,"Fighting","THQ",0.45,0.47,0,0.28,1.19
"3468",7130,"Rogue Ops","PS2",2003,"Action","Kemco",0.11,0.09,0,0.03,0.23
"3469",9497,"RealSports Volleyball","2600",1981,"Sports","Atari",0.12,0.01,0,0,0.13
"3470",10690,"Petz Hamsterz Superstarz","DS",2009,"Simulation","Ubisoft",0.09,0,0,0.01,0.1
"3471",6703,"Final Fantasy Type-0","XOne",2015,"Role-Playing","Square Enix",0.15,0.07,0,0.02,0.25
"3472",1123,"Kinectimals","X360",2010,"Simulation","Microsoft Game Studios",1.02,0.48,0,0.14,1.64
"3473",1428,"SingStar Abba","PS2",2008,"Misc","Sony Computer Entertainment",0.23,0.04,0,1.09,1.36
"3474",8371,"Disney's Planes","Wii",2013,"Simulation","Disney Interactive Studios",0.08,0.07,0,0.02,0.17
"3475",1275,"007: Quantum of Solace","X360",2008,"Action","Activision",0.82,0.52,0.01,0.14,1.49
"3476",2913,"Kill.Switch","PS2",2003,"Shooter","Sony Computer Entertainment",0.34,0.27,0,0.09,0.7
"3477",6104,"The Golden Compass","PS3",2007,"Action","Sega",0.14,0.1,0,0.05,0.29
"3478",6850,"Luminous Arc","DS",2007,"Role-Playing","Rising Star Games",0.16,0,0.06,0.01,0.24
"3479",7120,"All Star Karate","Wii",2010,"Action","THQ",0.14,0.07,0,0.02,0.23
"3480",10355,"Tiger Woods PGA Tour 06","GC",2005,"Sports","Electronic Arts",0.08,0.02,0,0,0.11
"3481",8218,"Green Lantern: Rise of the Manhunters","PS3",2011,"Action","Warner Bros. Interactive Entertainment",0.09,0.05,0,0.03,0.17
"3482",7138,"Justice League Heroes","PSP",2006,"Role-Playing","Eidos Interactive",0.2,0.01,0,0.02,0.22
"3483",8465,"Taz Wanted","PS2",2002,"Platform","Atari",0.08,0.06,0,0.02,0.16
"3484",2091,"NCAA Football 12","X360",2011,"Sports","Electronic Arts",0.94,0,0,0.06,0.99
"3485",1628,"WarioWare, Inc.: Mega MicroGame$","GBA",2003,"Puzzle","Nintendo",0.4,0.11,0.7,0.02,1.23
"3486",12742,"Broken Sword II: The Smoking Mirror","PS",1997,"Adventure","Sony Computer Entertainment",0.03,0.02,0,0,0.06
"3487",3643,"Jump Super Stars","DS",2005,"Fighting","Nintendo",0,0,0.55,0,0.55
"3488",2653,"Torneko no Daibouken: Fushigi no Dungeon","SNES",1993,"Role-Playing","ChunSoft",0,0,0.78,0,0.78
"3489",13889,"Famicom Remix Best Choice","3DS",2015,"Action","Nintendo",0,0,0.04,0,0.04
"3490",10409,"SingStar Guitar","PS3",2010,"Misc","Sony Computer Entertainment",0,0.08,0,0.02,0.11
"3491",15477,"Natsuiro High School: Seishun Hakusho","PS4",2015,"Action","D3Publisher",0,0,0.02,0,0.02
"3492",8249,"NBA Inside Drive 2004","XB",2003,"Sports","Microsoft Game Studios",0.13,0.04,0,0.01,0.17
"3493",6848,"Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE","PS2",2006,"Misc","Sega",0,0,0.24,0,0.24
"3494",15478,"Black Rose Valkyrie","PS4",2016,"Role-Playing","Idea Factory",0,0,0.02,0,0.02
"3495",7466,"X-Men: Children of the Atom","SAT",1995,"Fighting","Acclaim Entertainment",0,0,0.21,0,0.21
"3496",14338,"Alter Ego","PC",1985,"Simulation","Activision",0,0.03,0,0.01,0.03
"3497",8509,"Doctor Lautrec and the Forgotten Knights","3DS",2011,"Adventure","Konami Digital Entertainment",0.07,0.05,0.03,0.01,0.16
"3498",11830,"Wrath Unleashed","PS2",2004,"Strategy","LucasArts",0.04,0.03,0,0.01,0.07
"3499",2951,"Halo 2 Multiplayer Map Pack","XB",2005,"Shooter","Microsoft Game Studios",0.54,0.13,0,0.02,0.69
"3500",13033,"Sengoku Basara X","PS2",2008,"Fighting","Capcom",0,0,0.05,0,0.05
"3501",9347,"Go Play: Circus Star","Wii",2009,"Action","Majesco Entertainment",0.12,0,0,0.01,0.13
"3502",5942,"Guitar Hero: Van Halen","X360",2009,"Misc","Activision",0.16,0.1,0,0.03,0.3
"3503",2396,"NHL 2000","PS",1998,"Sports","Electronic Arts",0.48,0.33,0,0.06,0.87
"3504",7231,"Age of Empires: Mythologies","DS",2008,"Strategy","THQ",0.17,0.03,0,0.02,0.22
"3505",7798,"Conception II: Children of the Seven Stars","PSV",2013,"Role-Playing","Screenlife",0.13,0,0.04,0.02,0.19
"3506",10655,"Marvel vs. Capcom: Clash of Super Heroes","DC",1999,"Fighting","Capcom",0,0,0.1,0,0.1
"3507",3719,"Gauntlet Legends","N64",1999,"Action","Midway Games",0.43,0.1,0,0.01,0.54
"3508",10678,"Alvin and the Chipmunks: Chipwrecked","Wii",2011,"Misc","505 Games",0.08,0.01,0,0.01,0.1
"3509",8922,"The Incredible Hulk: Ultimate Destruction","GC",2005,"Action","Vivendi Games",0.11,0.03,0,0,0.15
"3510",9644,"Last Ranker","PSP",2010,"Role-Playing","Capcom",0,0,0.13,0,0.13
"3511",4033,"WWE Wrestlemania X8","GC",2002,"Fighting","THQ",0.38,0.1,0,0.01,0.49
"3512",16039,"Utawarerumono: Futari no Hakuoro","PS3",2016,"Misc","Aqua Plus",0,0,0.01,0,0.01
"3513",10427,"Princess Debut","DS",2008,"Misc","Cave",0.1,0,0,0.01,0.1
"3514",15538,"Ginga Fukei Densetsu: Sapphire","TG16",1995,"Shooter","Hudson Soft",0,0,0.02,0,0.02
"3515",14774,"Kuryuu Youma Gakuenki Recharge","PS2",2006,"Adventure","Atlus",0,0,0.03,0,0.03
"3516",15218,"Galaxy Angel II: Eigou Kaiki no Koku","PS2",2009,"Strategy","Broccoli",0,0,0.02,0,0.02
"3517",8895,"Pro Baseball Spirits 2015","PS3",2015,"Action","Konami Digital Entertainment",0,0,0.15,0,0.15
"3518",7519,"DarkStar One: Broken Alliance","X360",2010,"Simulation","Kalypso Media",0.11,0.08,0,0.02,0.2
"3519",3101,"Tiger Woods PGA Tour 09","X360",2008,"Sports","Electronic Arts",0.35,0.23,0,0.07,0.65
"3520",16140,"Game Book DS: Sword World 2.0","DS",2009,"Role-Playing","Broccoli",0,0,0.01,0,0.01
"3521",3773,"Mystery Dungeon: Shiren the Wanderer","DS",2006,"Role-Playing","Sega",0.18,0,0.33,0.02,0.53
"3522",2793,"Harvest Moon DS: Island of Happiness","DS",2007,"Simulation","Rising Star Games",0.44,0.01,0.25,0.04,0.74
"3523",12376,"Unchained Blades","PSP",2011,"Role-Playing","FuRyu",0,0,0.06,0,0.06
"3524",7858,"The Amazing Spider-Man (Console Version)","3DS",2012,"Action","Activision",0.15,0.03,0,0.01,0.19
"3525",7001,"M&M's Kart Racing","Wii",2007,"Racing","Zoo Digital Publishing",0.22,0,0,0.02,0.23
"3526",10439,"Imagine: Soccer Captain","DS",2009,"Sports","Ubisoft",0.1,0,0,0.01,0.1
"3527",12120,"N+","DS",2007,"Platform","Atari",0.06,0,0,0,0.07
"3528",2555,"The Next Tetris","PS",1998,"Puzzle","Atari",0.45,0.31,0,0.05,0.81
"3529",12350,"Star Wars Knights of the Old Republic II: The Sith Lords","PC",2005,"Role-Playing","LucasArts",0.01,0.04,0,0.01,0.06
"3530",4908,"The Darkness II","X360",2012,"Shooter","Take-Two Interactive",0.24,0.12,0,0.03,0.39
"3531",869,"Rad Racer","NES",1986,"Racing","Nintendo",1.13,0.37,0.41,0.05,1.96
"3532",12903,"Tom Clancy's HAWX 2","PC",2010,"Action","Ubisoft",0,0.04,0,0.01,0.05
"3533",7672,"Spore Hero Arena","DS",2009,"Simulation","Electronic Arts",0.18,0,0,0.01,0.2
"3534",14230,"JoJo's Bizarre Adventure: Eyes of Heaven","PS4",2015,"Fighting","Namco Bandai Games",0,0,0.03,0,0.03
"3535",12525,"Destiny: The Collection","PS4",2016,"Shooter","Activision",0.01,0.04,0,0.01,0.06
"3536",3408,"MVP Baseball 2004","XB",2004,"Sports","Electronic Arts",0.44,0.13,0,0.02,0.59
"3537",899,"Red Faction","PS2",2001,"Shooter","THQ",0.76,0.96,0,0.2,1.92
"3538",5230,"Rapala Pro Fishing","PS2",2004,"Sports","Zoo Digital Publishing",0.18,0.14,0,0.05,0.36
"3539",9994,"FIFA Soccer","PSP",2005,"Sports","Electronic Arts",0.11,0,0,0.01,0.12
"3540",16138,"Vanark","PS",1999,"Shooter","Jaleco",0.01,0.01,0,0,0.01
"3541",12239,"Hasbro Family Game Night Fun Pack","X360",2011,"Misc","Electronic Arts",0.06,0,0,0,0.07
"3542",11260,"Chameleon","PSP",2006,"Puzzle","505 Games",0.07,0,0,0.01,0.08
"3543",6290,"Dragon Ball GT: Final Bout","PS",1997,"Fighting","Namco Bandai Games",0.02,0.02,0.22,0.02,0.27
"3544",9203,"Karaoke Revolution Glee: Volume 3","X360",2011,"Misc","Konami Digital Entertainment",0.13,0,0,0.01,0.14
"3545",469,"NBA 2K13","X360",2012,"Sports","Take-Two Interactive",2.6,0.21,0.01,0.19,3
"3546",5922,"Far East of Eden Zero","SNES",1995,"Role-Playing","Hudson Soft",0,0,0.3,0,0.3
"3547",491,"WarioWare: Smooth Moves","Wii",2006,"Puzzle","Nintendo",0.87,1.06,0.73,0.26,2.92
"3548",8479,"World Tour Soccer 2005","PS2",2004,"Sports","Sony Computer Entertainment",0.08,0.06,0,0.02,0.16
"3549",4818,"NHL 15","XOne",2014,"Sports","Electronic Arts",0.31,0.06,0,0.03,0.4
"3550",3436,"FIFA Soccer 10","DS",2009,"Sports","Electronic Arts",0.14,0.37,0,0.07,0.59
"3551",2315,"James Bond 007: Agent Under Fire","XB",2002,"Shooter","Electronic Arts",0.65,0.22,0,0.03,0.9
"3552",12391,"Earth Defense Force 2017 Portable","PSV",2012,"Action","D3Publisher",0,0,0.06,0,0.06
"3553",1168,"LEGO Harry Potter: Years 1-4","X360",2010,"Action","Warner Bros. Interactive Entertainment",0.95,0.5,0,0.14,1.59
"3554",1054,"Personal Trainer: Math","DS",2007,"Puzzle","Nintendo",0.49,1.12,0,0.09,1.7
"3555",8973,"Mad Dash Racing","XB",2001,"Racing","Eidos Interactive",0.11,0.03,0,0.01,0.15
"3556",2279,"Harvest Moon 3D: A New Beginning","3DS",2012,"Action","Marvelous Entertainment",0.41,0.17,0.29,0.05,0.91
"3557",2473,"Borderlands: The Handsome Collection","PS4",2015,"Shooter","Take-Two Interactive",0.36,0.32,0.03,0.14,0.84
"3558",14047,"Kiniro no Corda 2 f","PSP",2009,"Role-Playing","Tecmo Koei",0,0,0.04,0,0.04
"3559",16361,"Ishin Renka: Ryouma Gaiden","PSP",2010,"Adventure","D3Publisher",0,0,0.01,0,0.01
"3560",159,"Assassin's Creed","X360",2007,"Adventure","Ubisoft",3.28,1.65,0.07,0.55,5.55
"3561",15559,"Style Book: Junior City","DS",2006,"Misc","Namco Bandai Games",0,0,0.02,0,0.02
"3562",3387,"London 2012: The Official Video Game of the Olympic Games","X360",2012,"Sports","Sega",0.07,0.46,0,0.07,0.59
"3563",1295,"Star Wars: The Force Unleashed II","X360",2010,"Action","LucasArts",0.95,0.4,0,0.12,1.47
"3564",13341,"NightCaster II: Equinox","XB",2002,"Action","Jaleco",0.03,0.01,0,0,0.05
"3565",3556,"LEGO Rock Band","X360",2009,"Misc","Warner Bros. Interactive Entertainment",0.4,0.12,0,0.05,0.57
"3566",14462,"Freaky Flyers","XB",2003,"Racing","Midway Games",0.02,0.01,0,0,0.03
"3567",7677,"Baja: Edge of Control","X360",2008,"Racing","THQ",0.12,0.06,0,0.02,0.2
"3568",5312,"Need for Speed Carbon","GC",2006,"Racing","Electronic Arts",0.27,0.07,0,0.01,0.35
"3569",986,"Kirby 64: The Crystal Shards","N64",2000,"Platform","Nintendo",0.63,0.06,1.03,0.04,1.77
"3570",5818,"RPG Tsukuru 2","SNES",1996,"Role-Playing","ASCII Entertainment",0,0,0.31,0,0.31
"3571",9923,"Jaws: Ultimate Predator","3DS",2011,"Action","Majesco Entertainment",0.11,0,0,0.01,0.12
"3572",16354,"World Snooker Challenge 2005","PSP",2005,"Sports","Sega",0,0.01,0,0,0.01
"3573",12356,"R-Types","PS",1998,"Shooter","Virgin Interactive",0.04,0.02,0,0,0.06
"3574",14608,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono","DS",2009,"Misc","D3Publisher",0,0,0.03,0,0.03
"3575",8176,"Biohazard: Revival Selection","PS3",2011,"Action","Capcom",0,0,0.18,0,0.18
"3576",3549,"SD Gundam G Generation Neo","PS2",2002,"Strategy","Namco Bandai Games",0,0,0.57,0,0.57
"3577",15065,"GT Legends","PC",2005,"Racing","Atari",0,0.02,0,0,0.02
"3578",72,"Donkey Kong Country","SNES",1994,"Platform","Nintendo",4.36,1.71,3,0.23,9.3
"3579",1315,"SNK vs. Capcom: The Match of the Millennium","PSP",2006,"Fighting","Sega",0.53,0.58,0,0.35,1.46
"3580",7495,"Power Rangers: Wild Force","GBA",2002,"Action","THQ",0.15,0.05,0,0,0.21
"3581",1781,"Asteroids","PS",1998,"Shooter","Success",0.64,0.43,0,0.07,1.15
"3582",11440,"Diego's Build & Rescue","DS",2010,"Action","Take-Two Interactive",0.07,0,0,0.01,0.08
"3583",14159,"Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo","DS",2006,"Adventure","D3Publisher",0,0,0.03,0,0.03
"3584",4698,"Grudge Warriors","PS",1999,"Action","Take-Two Interactive",0.23,0.16,0,0.03,0.41
"3585",1169,"NASCAR 2000","PS",1999,"Racing","Electronic Arts",0.88,0.6,0,0.1,1.59
"3586",16278,"Jan Sangoku Musou","PS2",2006,"Misc","Tecmo Koei",0,0,0.01,0,0.01
"3587",5491,"Legends of Wrestling II","PS2",2002,"Fighting","Acclaim Entertainment",0.16,0.13,0,0.04,0.33
"3588",8475,"Ar Nosurge: Ode to an Unborn Star","PS3",2014,"Role-Playing","Tecmo Koei",0.05,0.04,0.06,0.02,0.16
"3589",6628,"Zoo Resort 3D","3DS",2011,"Simulation","Ubisoft",0.11,0.09,0.03,0.02,0.25
"3590",8385,"Shrek Extra Large","GC",2002,"Platform","TDK Mediactive",0.13,0.03,0,0,0.17
"3591",4767,"Mario no Super Picross","SNES",1995,"Puzzle","Nintendo",0,0,0.41,0,0.41
"3592",15277,"Taito Legends 2","PS2",2006,"Misc","Empire Interactive",0.01,0.01,0,0,0.02
"3593",7359,"The BIGS 2","X360",2009,"Sports","Take-Two Interactive",0.19,0.01,0,0.02,0.21
"3594",5714,"Madden NFL 2004","GBA",2003,"Sports","Electronic Arts",0.22,0.08,0,0.01,0.31
"3595",4455,"Sin and Punishment: Star Successor","Wii",2009,"Shooter","Nintendo",0.2,0.14,0.06,0.04,0.44
"3596",10313,"Langrisser IV","SAT",1997,"Strategy","NCS",0,0,0.11,0,0.11
"3597",5176,"Yuu Yuu Hakusho","SNES",1993,"Fighting","Namco Bandai Games",0,0,0.36,0,0.36
"3598",14060,"Cook Wars","Wii",2009,"Misc","Ubisoft",0.03,0,0,0,0.04
"3599",11410,"Fatal Frame III: The Tormented","PS2",2005,"Action","Take-Two Interactive",0.04,0.03,0,0.01,0.08
"3600",12774,"Meitantei Conan: Tantei Ryoku Trainer","DS",2007,"Misc","Namco Bandai Games",0,0,0.06,0,0.06
"3601",10018,"Jikkyou Powerful Pro Yakyuu 12 Ketteiban","PS2",2005,"Sports","Konami Digital Entertainment",0,0,0.11,0,0.11
"3602",8631,"Tak and the Guardians of Gross","Wii",2008,"Action","THQ",0.15,0,0,0.01,0.16
"3603",3573,"Monsters, Inc. Scream Team","PS",2001,"Platform","Sony Computer Entertainment",0.31,0.21,0,0.04,0.56
"3604",183,"Super Mario Bros. 3","GBA",2003,"Platform","Nintendo",2.93,1.25,0.83,0.2,5.2
"3605",1600,"Baldur's Gate: Dark Alliance","PS2",2001,"Role-Playing","Virgin Interactive",0.61,0.48,0,0.16,1.24
"3606",10297,"Rocky Balboa","PSP",2007,"Sports","Ubisoft",0.01,0.09,0,0.01,0.11
"3607",9348,"King Arthur","PS2",2004,"Action","Konami Digital Entertainment",0.07,0.05,0,0.02,0.13
"3608",10457,"Frogger: Ancient Shadow","PS2",2005,"Platform","Konami Digital Entertainment",0.05,0.04,0,0.01,0.1
"3609",1746,"Midnight Club 3: DUB Edition Remix","PS2",2006,"Racing","Take-Two Interactive",0.97,0.04,0,0.16,1.16
"3610",9504,"MLB 13: The Show","PSV",2013,"Sports","Sony Computer Entertainment",0.11,0,0,0.02,0.13
"3611",6806,"Vexx","PS2",2003,"Platform","Acclaim Entertainment",0.12,0.09,0,0.03,0.24
"3612",5337,"EverGrace","PS2",2000,"Role-Playing","Ubisoft",0.1,0.08,0.15,0.03,0.35
"3613",9903,"Legends of Wrestling II","GC",2002,"Fighting","Acclaim Entertainment",0.09,0.02,0,0,0.12
"3614",9601,"Monster Jam: Urban Assault","PS2",2008,"Racing","Activision",0.06,0.05,0,0.02,0.13
"3615",2939,"Classic NES Series: Zelda II: The Adventure of Link","GBA",2004,"Adventure","Nintendo",0.37,0.14,0.17,0.01,0.7
"3616",9206,"Disney's Chicken Little","XB",2005,"Platform","Disney Interactive Studios",0.1,0.03,0,0,0.14
"3617",15446,"NHL 09","PC",2008,"Sports","Electronic Arts",0,0.02,0,0,0.02
"3618",13100,"Hotel for Dogs","Wii",2009,"Simulation","505 Games",0.04,0,0,0,0.05
"3619",15006,"Memories Off: Sorekara Again","PS2",2006,"Adventure","KID",0,0,0.02,0,0.02
"3620",13099,"Kinnikuman Muscle Grand Prix Max","PS2",2006,"Fighting","Konami Digital Entertainment",0,0,0.05,0,0.05
"3621",51,"Super Mario Land 2: 6 Golden Coins","GB",1992,"Adventure","Nintendo",6.16,2.04,2.69,0.29,11.18
"3622",3721,"Kidou Senshi Gundam: Extreme VS","PS3",2011,"Fighting","Namco Bandai Games",0,0,0.54,0,0.54
"3623",10976,"Island Xtreme Stunts","PS2",2002,"Action","Electronic Arts",0.04,0.03,0,0.01,0.09
"3624",342,"Banjo-Kazooie","N64",1998,"Platform","Nintendo",1.87,1.13,0.55,0.1,3.65
"3625",8307,"Chuck E. Cheese's Party Games","Wii",2010,"Misc","UFO Interactive",0.16,0,0,0.01,0.17
"3626",3028,"The Witcher 3: Wild Hunt","PC",2015,"Role-Playing","Namco Bandai Games",0.2,0.42,0,0.05,0.67
"3627",7679,"Taiko no Tatsujin: Go! Go! Godaime","PS2",2004,"Misc","Namco Bandai Games",0,0,0.2,0,0.2
"3628",13475,"Atelier Escha & Logy: Alchemists of the Dusk Sky","PSV",2015,"Role-Playing","Tecmo Koei",0,0,0.04,0,0.04
"3629",3908,"Rugrats: Scavenger Hunt","N64",1999,"Misc","THQ",0.41,0.09,0,0.01,0.51
"3630",12709,"Mayhem 3D","PS3",2011,"Racing","Evolved Games",0.05,0,0,0.01,0.06
"3631",13759,"Test Drive: Ferrari Legends","PS3",2012,"Racing","Unknown",0.04,0,0,0,0.04
"3632",9471,"NBA Ballers: Chosen One","PS3",2008,"Sports","Midway Games",0.12,0,0,0.01,0.13
"3633",8141,"Chuck E. Cheese's Party Games","DS",2010,"Misc","UFO Interactive",0.17,0,0,0.01,0.18
"3634",1772,"Qix","GB",1990,"Puzzle","Nintendo",0.51,0.2,0.41,0.03,1.15
"3635",2244,"Pokken Tournament","WiiU",2016,"Fighting","Namco Bandai Games",0.47,0.22,0.16,0.07,0.93
"3636",10587,"Disney's The Haunted Mansion","GC",2003,"Platform","Take-Two Interactive",0.08,0.02,0,0,0.1
"3637",11395,"FIFA Soccer 2005","GBA",2004,"Sports","Electronic Arts",0.06,0.02,0,0,0.08
"3638",7599,"MDK","PS",1997,"Shooter","Interplay",0.11,0.08,0,0.01,0.2
"3639",13654,"Doki Doki! PreCure Narikiri Life!","3DS",2013,"Action","Namco Bandai Games",0,0,0.04,0,0.04
"3640",3620,"Soldier of Fortune: Gold Edition","PS2",2001,"Shooter","Codemasters",0.27,0.21,0,0.07,0.56
"3641",7449,"ESPN Winter X Games: Snowboarding 2002","PS2",2000,"Sports","Konami Digital Entertainment",0.1,0.08,0,0.03,0.21
"3642",4646,"Monster Jam: Urban Assault","Wii",2008,"Racing","Activision",0.39,0,0,0.03,0.42
"3643",10284,"Ty the Tasmanian Tiger 2: Bush Rescue","XB",2004,"Platform","Electronic Arts",0.08,0.02,0,0,0.11
"3644",4561,"The Smurfs","DS",2011,"Action","Ubisoft",0.24,0.14,0,0.04,0.43
"3645",6589,"ATV: Quad Power Racing","GBA",2002,"Racing","Liquid Games",0.18,0.07,0,0,0.26
"3646",11953,"Ecco: The Tides of Time","GEN",1993,"Adventure","Sega",0,0,0.07,0,0.07
"3647",4478,"Devil May Cry HD Collection","X360",2012,"Action","Capcom",0.28,0.11,0.01,0.03,0.44
"3648",10256,"NHL Rivals 2004","XB",2003,"Sports","Microsoft Game Studios",0.08,0.02,0,0,0.11
"3649",8333,"Luxor 3","Wii",2008,"Puzzle","Mumbo Jumbo",0.16,0,0,0.01,0.17
"3650",14637,"Merv Griffin's Crosswords","DS",2008,"Puzzle","ValuSoft",0.03,0,0,0,0.03
"3651",10891,"Digimon World: Next Order","PSV",2016,"Action","Namco Bandai Games",0,0,0.09,0,0.09
"3652",1397,"Dynasty Warriors 5","PS2",2005,"Action","Tecmo Koei",0.24,0.18,0.91,0.06,1.39
"3653",4255,"Walk it Out!","Wii",2010,"Sports","Konami Digital Entertainment",0.36,0.06,0,0.04,0.46
"3654",12801,"WWF Wrestlemania: The Arcade Game","PS",1995,"Fighting","Acclaim Entertainment",0.03,0.02,0,0,0.06
"3655",5935,"Harvest Moon DS Cute (US sales)","DS",2005,"Simulation","Marvelous Interactive",0.3,0,0,0,0.3
"3656",5978,"The Amazing Spider-Man 2 (2014)","PS3",2014,"Action","Activision",0.06,0.16,0.02,0.05,0.29
"3657",9246,"Bust-A-Move Deluxe","PSP",2006,"Puzzle","505 Games",0.13,0,0,0.01,0.14
"3658",13694,"Rise of Nations","PC",2003,"Strategy","Microsoft Game Studios",0.01,0.02,0,0.01,0.04
"3659",8794,"The Incredibles: Rise of the Underminer","DS",2005,"Action","THQ",0.13,0.01,0,0.01,0.15
"3660",14666,"The Settlers II 10th Anniversary","PC",2006,"Action","Ubisoft",0,0.02,0,0,0.03
"3661",7968,"Sega GT 2002","XB",2002,"Racing","Sega",0.12,0.03,0.03,0.01,0.19
"3662",14142,"Clever Kids: Pirates","DS",2008,"Misc","Midas Interactive Entertainment",0,0.03,0,0,0.03
"3663",6748,"Monster Hunter G","Wii",2009,"Role-Playing","Capcom",0,0,0.25,0,0.25
"3664",13096,"Rave Master","GC",2002,"Fighting","Konami Digital Entertainment",0,0,0.05,0,0.05
"3665",15449,"Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version","PSV",2015,"Strategy","Tecmo Koei",0,0,0.02,0,0.02
"3666",11185,"Adventure Time: Finn & Jake Investigations","PS4",2015,"Action","Little Orbit",0.03,0.04,0,0.01,0.09
"3667",13873,"Song of the Deep","XOne",2016,"Action","Insomniac Games",0.03,0,0,0,0.04
"3668",12093,"Midway Arcade Treasures 3","GC",2005,"Misc","Midway Games",0.05,0.01,0,0,0.07
"3669",4150,"Alien Trilogy","PS",1996,"Shooter","Acclaim Entertainment",0.24,0.16,0.04,0.03,0.47
"3670",7911,"Big Air","PS",1999,"Sports","Accolade",0.1,0.07,0,0.01,0.19
"3671",10581,"GRID Autosport","X360",2014,"Racing","Codemasters",0.03,0.06,0,0.01,0.1
"3672",5804,"40 Winks","PS",1999,"Platform","GT Interactive",0.17,0.12,0,0.02,0.31
"3673",4093,"Mario Golf: World Tour","3DS",2014,"Sports","Nintendo",0.15,0.14,0.17,0.03,0.48
"3674",14070,"Crazy Machines","DS",2008,"Puzzle","DTP Entertainment",0,0.03,0,0,0.04
"3675",15252,"Order of War","PC",2009,"Strategy","Square Enix",0,0.01,0,0,0.02
"3676",13672,"Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret","PS2",2007,"Sports","Konami Digital Entertainment",0,0,0.04,0,0.04
"3677",14437,"StormLover","PSP",2010,"Adventure","D3Publisher",0,0,0.03,0,0.03
"3678",11664,"Captain Tsubasa","PS2",2006,"Sports","Namco Bandai Games",0,0,0.08,0,0.08
"3679",7050,"Project CARS","XOne",2015,"Racing","Slightly Mad Studios",0.08,0.13,0,0.02,0.23
"3680",10346,"Cabela's North American Adventures","X360",2010,"Sports","Activision",0.1,0,0,0.01,0.11
"3681",15425,"CV Casting Voice","PS3",2014,"Adventure","Namco Bandai Games",0,0,0.02,0,0.02
"3682",10326,"Attack of the Movies 3D","Wii",2010,"Shooter","Majesco Entertainment",0.1,0,0,0.01,0.11
"3683",12222,"Gunstar Super Heroes","GBA",2005,"Shooter","Sega",0.05,0.02,0,0,0.07
"3684",8204,"My French Coach","DS",2007,"Misc","Ubisoft",0.15,0.02,0,0.01,0.18
"3685",13584,"Riding Stables: The Whitakers present Milton and Friends","3DS",2011,"Sports","DTP Entertainment",0,0.04,0,0,0.04
"3686",15837,"Majesty 2 Collection","PC",2011,"Strategy","Paradox Interactive",0,0.01,0,0,0.02
"3687",8569,"Field Commander","PSP",2006,"Strategy","Sony Online Entertainment",0.14,0,0,0.01,0.16
"3688",2969,"The Last Remnant","X360",2008,"Role-Playing","Square Enix",0.25,0.2,0.18,0.06,0.69
"3689",9924,"Yakuza Kiwami","PS3",2016,"Adventure","Sega",0,0,0.12,0,0.12
"3690",13249,"Rugby 2005","XB",2005,"Sports","Electronic Arts",0.04,0.01,0,0,0.05
"3691",1833,"Counter-Strike","XB",2003,"Shooter","Microsoft Game Studios",0.85,0.23,0,0.04,1.11
"3692",2359,"Grand Theft Auto IV","PC",2008,"Action","Take-Two Interactive",0.01,0.79,0,0.08,0.88
